"レースID","場所","R","タイトル","形式","距離","情報1","情報2","レコード","天候","状態","日時","日程","時刻","グレード","頭数","賞金","着順","枠番","馬番","馬名","性","齢","斤量","騎手","タイム","着差","人気","オッズ","上り","通過","所属","調教師","馬体重","増減","last3frank","nextracerank","prevracerank","rankinfo"
"202009030803","阪神","3","3歳未勝利","芝","1600","右","外","1:31 9","曇","稍","2020-06-28 02:05:00+00:00","2020-06-28","11:05","['サラ系３歳', '未勝利', '(混)[指]', '馬齢']","18","[510000, 200000, 130000, 77000, 51000]","18","4","8","ウェイヴァリー","牡","3","56.0","松若","1:38 3","3.1/2","9","31.3","38.9","[3, 3]","栗東","平田","520","8","16","1","17","initnone_end"
"202009030804","阪神","4","3歳未勝利","ダート","2000","右","","2:01 ","曇","稍","2020-06-28 02:35:00+00:00","2020-06-28","11:35","['サラ系３歳', '未勝利', '(混)[指]', '馬齢']","16","[510000, 200000, 130000, 77000, 51000]","1","3","6","シンゼンデレヤ","牡","3","56.0","浜中","2:06 1","0","2","6.0","38.8","[13, 11, 1, 1]","栗東","荒川","514","4","2","2","18","initdisp_top"
"202009030804","阪神","4","3歳未勝利","ダート","2000","右","","2:01 ","曇","稍","2020-06-28 02:35:00+00:00","2020-06-28","11:35","['サラ系３歳', '未勝利', '(混)[指]', '馬齢']","16","[510000, 200000, 130000, 77000, 51000]","2","7","13","ヴェルテックス","牡","3","56.0","川田","2:06 4","1.3/4","1","1.7","38.7","[3, 3, 2, 2]","栗東","池江","518","-4","1","3","1","initdisp_mid"
"202009030804","阪神","4","3歳未勝利","ダート","2000","右","","2:01 ","曇","稍","2020-06-28 02:35:00+00:00","2020-06-28","11:35","['サラ系３歳', '未勝利', '(混)[指]', '馬齢']","16","[510000, 200000, 130000, 77000, 51000]","3","7","14","アルバボニート","牝","3","54.0","松山","2:07 1","4","3","6.4","39.3","[5, 4, 3, 2]","栗東","杉山晴","472","-6","5","4","2","initdisp_end"
"202009030804","阪神","4","3歳未勝利","ダート","2000","右","","2:01 ","曇","稍","2020-06-28 02:35:00+00:00","2020-06-28","11:35","['サラ系３歳', '未勝利', '(混)[指]', '馬齢']","16","[510000, 200000, 130000, 77000, 51000]","4","2","4","ネイプルスイエロー","牡","3","56.0","松若","2:07 2","1/2","11","59.9","39.1","[14, 14, 7, 4]","栗東","松下","426","2","4","5","3","initnone_mid"
"202009030804","阪神","4","3歳未勝利","ダート","2000","右","","2:01 ","曇","稍","2020-06-28 02:35:00+00:00","2020-06-28","11:35","['サラ系３歳', '未勝利', '(混)[指]', '馬齢']","16","[510000, 200000, 130000, 77000, 51000]","5","5","10","レッドミダス","牡","3","55.0","富田","2:07 5","1.3/4","5","17.7","39.0","[11, 11, 9, 7]","栗東","須貝","502","-10","3","6","4","initnone_mid"
"202009030804","阪神","4","3歳未勝利","ダート","2000","右","","2:01 ","曇","稍","2020-06-28 02:35:00+00:00","2020-06-28","11:35","['サラ系３歳', '未勝利', '(混)[指]', '馬齢']","16","[510000, 200000, 130000, 77000, 51000]","6","8","16","キーピリオッド","牡","3","56.0","酒井","2:08 5","6","6","35.4","40.2","[5, 6, 7, 7]","栗東","田所","488","0","8","7","5","initnone_mid"
"202009030804","阪神","4","3歳未勝利","ダート","2000","右","","2:01 ","曇","稍","2020-06-28 02:35:00+00:00","2020-06-28","11:35","['サラ系３歳', '未勝利', '(混)[指]', '馬齢']","16","[510000, 200000, 130000, 77000, 51000]","7","4","8","アサシン","牡","3","56.0","国分優","2:08 6","クビ","12","66.0","39.5","[14, 15, 13, 13]","栗東","中竹","486","-8","6","8","6","initnone_mid"
"202009030804","阪神","4","3歳未勝利","ダート","2000","右","","2:01 ","曇","稍","2020-06-28 02:35:00+00:00","2020-06-28","11:35","['サラ系３歳', '未勝利', '(混)[指]', '馬齢']","16","[510000, 200000, 130000, 77000, 51000]","8","4","7","ニシノシロフネ","牡","3","56.0","和田","2:08 7","1/2","14","160.4","40.1","[7, 6, 9, 11]","栗東","橋口","478","4","7","9","7","initnone_mid"
"202009030804","阪神","4","3歳未勝利","ダート","2000","右","","2:01 ","曇","稍","2020-06-28 02:35:00+00:00","2020-06-28","11:35","['サラ系３歳', '未勝利', '(混)[指]', '馬齢']","16","[510000, 200000, 130000, 77000, 51000]","9","2","3","テイエムキンシャ","牡","3","56.0","中井","2:08 9","1.1/2","13","133.7","40.1","[11, 13, 11, 10]","栗東","木原","512","2","7","10","8","initnone_mid"
"202009030804","阪神","4","3歳未勝利","ダート","2000","右","","2:01 ","曇","稍","2020-06-28 02:35:00+00:00","2020-06-28","11:35","['サラ系３歳', '未勝利', '(混)[指]', '馬齢']","16","[510000, 200000, 130000, 77000, 51000]","10","8","15","ヨドノドリーム","牡","3","56.0","鮫島駿","2:08 9","ハナ","9","49.7","40.8","[8, 8, 6, 4]","栗東","谷","476","4","9","11","9","initnone_mid"
"202009030804","阪神","4","3歳未勝利","ダート","2000","右","","2:01 ","曇","稍","2020-06-28 02:35:00+00:00","2020-06-28","11:35","['サラ系３歳', '未勝利', '(混)[指]', '馬齢']","16","[510000, 200000, 130000, 77000, 51000]","11","3","5","ハコダテメジャー","牡","3","56.0","藤井勘","2:09 8","5","10","52.6","41.8","[1, 1, 3, 6]","栗東","藤岡","534","-6","12","12","10","initnone_mid"
"202009030804","阪神","4","3歳未勝利","ダート","2000","右","","2:01 ","曇","稍","2020-06-28 02:35:00+00:00","2020-06-28","11:35","['サラ系３歳', '未勝利', '(混)[指]', '馬齢']","16","[510000, 200000, 130000, 77000, 51000]","12","1","1","スリーシャーペン","牡","3","56.0","太宰","2:10 ","1","7","41.9","41.1","[8, 9, 11, 11]","栗東","木原","476","4","10","13","11","initnone_mid"
"202009030804","阪神","4","3歳未勝利","ダート","2000","右","","2:01 ","曇","稍","2020-06-28 02:35:00+00:00","2020-06-28","11:35","['サラ系３歳', '未勝利', '(混)[指]', '馬齢']","16","[510000, 200000, 130000, 77000, 51000]","13","6","11","メイショウロールス","牡","3","53.0","泉谷","2:11 1","7","16","297.9","41.6","[10, 9, 13, 15]","栗東","南井","474","0","11","14","12","initnone_mid"
"202009030804","阪神","4","3歳未勝利","ダート","2000","右","","2:01 ","曇","稍","2020-06-28 02:35:00+00:00","2020-06-28","11:35","['サラ系３歳', '未勝利', '(混)[指]', '馬齢']","16","[510000, 200000, 130000, 77000, 51000]","14","1","2","ゴチソウサン","牡","3","56.0","幸","2:11 1","クビ","8","49.5","42.1","[16, 16, 13, 13]","栗東","杉山晴","526","-2","13","15","13","initnone_mid"
"202009030804","阪神","4","3歳未勝利","ダート","2000","右","","2:01 ","曇","稍","2020-06-28 02:35:00+00:00","2020-06-28","11:35","['サラ系３歳', '未勝利', '(混)[指]', '馬齢']","16","[510000, 200000, 130000, 77000, 51000]","15","6","12","ユメイッキ","牡","3","56.0","松田","2:12 9","大","15","240.6","44.7","[2, 2, 3, 9]","栗東","武英","446","0","15","16","14","initnone_mid"
"202009030804","阪神","4","3歳未勝利","ダート","2000","右","","2:01 ","曇","稍","2020-06-28 02:35:00+00:00","2020-06-28","11:35","['サラ系３歳', '未勝利', '(混)[指]', '馬齢']","16","[510000, 200000, 130000, 77000, 51000]","16","5","9","アランチャアミーゴ","牡","3","56.0","レーン","2:12 9","クビ","4","7.2","43.1","[3, 4, 16, 16]","栗東","斉藤崇","492","0","14","1","15","initnone_end"
"202009030805","阪神","5","2歳新馬","芝","1800","右","外","1:45 6","曇","稍","2020-06-28 03:25:00+00:00","2020-06-28","12:25","['サラ系２歳', '新馬', '(混)[指]', '馬齢']","14","[700000, 280000, 180000, 110000, 70000]","1","7","12","ダノンザキッド","牡","2","54.0","北村友","1:48 3","0","2","4.7","34.7","[5, 4]","栗東","安田隆","496","0","1","2","16","initdisp_top"
"202009030805","阪神","5","2歳新馬","芝","1800","右","外","1:45 6","曇","稍","2020-06-28 03:25:00+00:00","2020-06-28","12:25","['サラ系２歳', '新馬', '(混)[指]', '馬齢']","14","[700000, 280000, 180000, 110000, 70000]","2","8","13","ワンダフルタウン","牡","2","54.0","和田","1:48 8","3","3","6.5","34.7","[13, 8]","栗東","高橋忠","444","0","1","3","1","initdisp_mid"
"202009030805","阪神","5","2歳新馬","芝","1800","右","外","1:45 6","曇","稍","2020-06-28 03:25:00+00:00","2020-06-28","12:25","['サラ系２歳', '新馬', '(混)[指]', '馬齢']","14","[700000, 280000, 180000, 110000, 70000]","3","4","6","テンバガー","牡","2","54.0","ルメー","1:49 1","2","1","2.6","35.4","[5, 4]","栗東","藤岡","516","0","3","4","2","initdisp_end"
"202009030805","阪神","5","2歳新馬","芝","1800","右","外","1:45 6","曇","稍","2020-06-28 03:25:00+00:00","2020-06-28","12:25","['サラ系２歳', '新馬', '(混)[指]', '馬齢']","14","[700000, 280000, 180000, 110000, 70000]","4","5","7","フランクエトワール","牡","2","54.0","森一","1:49 5","2.1/2","9","44.5","36.2","[2, 2]","栗東","松永昌","442","0","7","5","3","initnone_mid"
"202009030805","阪神","5","2歳新馬","芝","1800","右","外","1:45 6","曇","稍","2020-06-28 03:25:00+00:00","2020-06-28","12:25","['サラ系２歳', '新馬', '(混)[指]', '馬齢']","14","[700000, 280000, 180000, 110000, 70000]","5","4","5","パタゴニア","牝","2","54.0","レーン","1:49 7","1.1/4","4","7.1","36.1","[3, 4]","栗東","池添学","488","0","6","6","4","initnone_mid"
"202009030805","阪神","5","2歳新馬","芝","1800","右","外","1:45 6","曇","稍","2020-06-28 03:25:00+00:00","2020-06-28","12:25","['サラ系２歳', '新馬', '(混)[指]', '馬齢']","14","[700000, 280000, 180000, 110000, 70000]","6","6","9","アレクサンドロス","牡","2","54.0","福永","1:50 ","2","5","9.9","36.1","[7, 7]","栗東","須貝","490","0","6","7","5","initnone_mid"
"202009030805","阪神","5","2歳新馬","芝","1800","右","外","1:45 6","曇","稍","2020-06-28 03:25:00+00:00","2020-06-28","12:25","['サラ系２歳', '新馬', '(混)[指]', '馬齢']","14","[700000, 280000, 180000, 110000, 70000]","7","3","4","イクスプロージョン","牡","2","54.0","Ｍデム","1:50 2","1.1/4","7","22.9","35.3","[14, 14]","栗東","杉山晴","468","0","2","8","6","initnone_mid"
"202009030805","阪神","5","2歳新馬","芝","1800","右","外","1:45 6","曇","稍","2020-06-28 03:25:00+00:00","2020-06-28","12:25","['サラ系２歳', '新馬', '(混)[指]', '馬齢']","14","[700000, 280000, 180000, 110000, 70000]","8","5","8","トレサイーユ","牝","2","54.0","松山","1:50 3","3/4","6","14.3","35.7","[11, 13]","栗東","鮫島","426","0","4","9","7","initnone_mid"
"202009030805","阪神","5","2歳新馬","芝","1800","右","外","1:45 6","曇","稍","2020-06-28 03:25:00+00:00","2020-06-28","12:25","['サラ系２歳', '新馬', '(混)[指]', '馬齢']","14","[700000, 280000, 180000, 110000, 70000]","9","1","1","テーオーアングル","牡","2","54.0","浜中","1:50 4","クビ","11","79.2","36.0","[12, 10]","栗東","宮","474","0","5","10","8","initnone_mid"
"202009030805","阪神","5","2歳新馬","芝","1800","右","外","1:45 6","曇","稍","2020-06-28 03:25:00+00:00","2020-06-28","12:25","['サラ系２歳', '新馬', '(混)[指]', '馬齢']","14","[700000, 280000, 180000, 110000, 70000]","10","7","11","エイシンキンボシ","牡","2","54.0","鮫島駿","1:50 9","3","13","189.7","37.4","[3, 3]","栗東","石坂公","428","0","8","11","9","initnone_mid"
"202009030805","阪神","5","2歳新馬","芝","1800","右","外","1:45 6","曇","稍","2020-06-28 03:25:00+00:00","2020-06-28","12:25","['サラ系２歳', '新馬', '(混)[指]', '馬齢']","14","[700000, 280000, 180000, 110000, 70000]","11","8","14","ノボリスターリー","牡","2","54.0","西村淳","1:52 1","7","10","60.9","37.8","[9, 10]","栗東","平田","524","0","9","12","10","initnone_mid"
"202009030805","阪神","5","2歳新馬","芝","1800","右","外","1:45 6","曇","稍","2020-06-28 03:25:00+00:00","2020-06-28","12:25","['サラ系２歳', '新馬', '(混)[指]', '馬齢']","14","[700000, 280000, 180000, 110000, 70000]","12","3","3","キタノマンゲツ","牡","2","54.0","川須","1:52 7","3.1/2","14","201.8","38.3","[9, 10]","栗東","中尾","434","0","10","13","11","initnone_mid"
"202009030805","阪神","5","2歳新馬","芝","1800","右","外","1:45 6","曇","稍","2020-06-28 03:25:00+00:00","2020-06-28","12:25","['サラ系２歳', '新馬', '(混)[指]', '馬齢']","14","[700000, 280000, 180000, 110000, 70000]","13","6","10","ケルンクリエイター","牡","2","54.0","池添","1:52 7","アタマ","12","110.0","38.6","[7, 8]","栗東","松田","464","0","11","14","12","initnone_mid"
"202009030805","阪神","5","2歳新馬","芝","1800","右","外","1:45 6","曇","稍","2020-06-28 03:25:00+00:00","2020-06-28","12:25","['サラ系２歳', '新馬', '(混)[指]', '馬齢']","14","[700000, 280000, 180000, 110000, 70000]","14","2","2","ダンツテリオス","牡","2","54.0","松若","1:53 ","1.3/4","8","30.2","39.8","[1, 1]","栗東","谷","462","0","12","1","13","initnone_end"
"202009030806","阪神","6","3歳未勝利","ダート","1200","右","","1:08 8","曇","稍","2020-06-28 03:55:00+00:00","2020-06-28","12:55","['サラ系３歳', '未勝利', '[指]', '馬齢']","16","[510000, 200000, 130000, 77000, 51000]","1","8","15","カモントゥミー","牡","3","56.0","松山","1:12 8","0","4","11.1","36.9","[4, 5]","栗東","牧田","488","6","1","2","14","initdisp_top"
"202009030806","阪神","6","3歳未勝利","ダート","1200","右","","1:08 8","曇","稍","2020-06-28 03:55:00+00:00","2020-06-28","12:55","['サラ系３歳', '未勝利', '[指]', '馬齢']","16","[510000, 200000, 130000, 77000, 51000]","2","5","10","メイショウワダマ","牝","3","54.0","福永","1:12 8","アタマ","1","3.1","37.2","[4, 4]","栗東","浅見","452","0","4","3","1","initdisp_mid"
"202009030806","阪神","6","3歳未勝利","ダート","1200","右","","1:08 8","曇","稍","2020-06-28 03:55:00+00:00","2020-06-28","12:55","['サラ系３歳', '未勝利', '[指]', '馬齢']","16","[510000, 200000, 130000, 77000, 51000]","3","4","8","メイショウシュート","牡","3","56.0","武豊","1:13 2","2.1/2","5","12.2","37.4","[6, 5]","栗東","石橋","450","-6","5","4","2","initdisp_end"
"202009030806","阪神","6","3歳未勝利","ダート","1200","右","","1:08 8","曇","稍","2020-06-28 03:55:00+00:00","2020-06-28","12:55","['サラ系３歳', '未勝利', '[指]', '馬齢']","16","[510000, 200000, 130000, 77000, 51000]","4","4","7","パサラン","牡","3","56.0","藤懸","1:13 2","ハナ","11","79.8","37.1","[9, 8]","栗東","千田","432","-10","3","5","3","initnone_mid"
"202009030806","阪神","6","3歳未勝利","ダート","1200","右","","1:08 8","曇","稍","2020-06-28 03:55:00+00:00","2020-06-28","12:55","['サラ系３歳', '未勝利', '[指]', '馬齢']","16","[510000, 200000, 130000, 77000, 51000]","5","7","14","サンライズアルコン","牡","3","56.0","ルメー","1:13 4","3/4","2","3.6","37.4","[6, 7]","栗東","庄野","464","0","5","6","4","initnone_mid"
"202009030806","阪神","6","3歳未勝利","ダート","1200","右","","1:08 8","曇","稍","2020-06-28 03:55:00+00:00","2020-06-28","12:55","['サラ系３歳', '未勝利', '[指]', '馬齢']","16","[510000, 200000, 130000, 77000, 51000]","6","3","6","ヴェーラ","牡","3","53.0","泉谷","1:13 5","3/4","3","3.7","38.1","[3, 2]","栗東","清水久","500","8","8","7","5","initnone_mid"
"202009030806","阪神","6","3歳未勝利","ダート","1200","右","","1:08 8","曇","稍","2020-06-28 03:55:00+00:00","2020-06-28","12:55","['サラ系３歳', '未勝利', '[指]', '馬齢']","16","[510000, 200000, 130000, 77000, 51000]","7","6","11","ミューティー","牝","3","54.0","鮫島克","1:13 8","1.1/2","6","20.3","37.1","[13, 11]","栗東","杉山晴","480","2","3","8","6","initnone_mid"
"202009030806","阪神","6","3歳未勝利","ダート","1200","右","","1:08 8","曇","稍","2020-06-28 03:55:00+00:00","2020-06-28","12:55","['サラ系３歳', '未勝利', '[指]', '馬齢']","16","[510000, 200000, 130000, 77000, 51000]","8","2","4","メイショウアレス","牡","3","56.0","西村淳","1:13 8","クビ","15","119.8","37.0","[15, 14]","栗東","岡田","424","2","2","9","7","initnone_mid"
"202009030806","阪神","6","3歳未勝利","ダート","1200","右","","1:08 8","曇","稍","2020-06-28 03:55:00+00:00","2020-06-28","12:55","['サラ系３歳', '未勝利', '[指]', '馬齢']","16","[510000, 200000, 130000, 77000, 51000]","9","6","12","ニホンピロブケーラ","牡","3","56.0","小牧","1:14 ","1","13","119.3","37.8","[9, 10]","栗東","服部","474","-10","7","10","8","initnone_mid"
"202009030806","阪神","6","3歳未勝利","ダート","1200","右","","1:08 8","曇","稍","2020-06-28 03:55:00+00:00","2020-06-28","12:55","['サラ系３歳', '未勝利', '[指]', '馬齢']","16","[510000, 200000, 130000, 77000, 51000]","10","1","2","サンドジョーカー","牡","3","56.0","浜中","1:14 2","1.1/2","9","45.2","37.7","[11, 13]","栗東","高橋康","494","-6","6","11","9","initnone_mid"
"202009030806","阪神","6","3歳未勝利","ダート","1200","右","","1:08 8","曇","稍","2020-06-28 03:55:00+00:00","2020-06-28","12:55","['サラ系３歳', '未勝利', '[指]', '馬齢']","16","[510000, 200000, 130000, 77000, 51000]","11","7","13","ランファスター","牡","3","56.0","国分優","1:14 3","3/4","12","82.2","37.4","[16, 14]","栗東","五十嵐","478","0","5","12","10","initnone_mid"
"202009030806","阪神","6","3歳未勝利","ダート","1200","右","","1:08 8","曇","稍","2020-06-28 03:55:00+00:00","2020-06-28","12:55","['サラ系３歳', '未勝利', '[指]', '馬齢']","16","[510000, 200000, 130000, 77000, 51000]","12","1","1","ララペタンク","牡","3","56.0","和田","1:14 5","1.1/2","10","51.0","37.8","[13, 14]","栗東","坂口","472","-4","7","13","11","initnone_mid"
"202009030806","阪神","6","3歳未勝利","ダート","1200","右","","1:08 8","曇","稍","2020-06-28 03:55:00+00:00","2020-06-28","12:55","['サラ系３歳', '未勝利', '[指]', '馬齢']","16","[510000, 200000, 130000, 77000, 51000]","13","8","16","モズトリプルエー","牡","3","56.0","酒井","1:14 7","1","8","33.9","38.6","[6, 8]","栗東","鮫島","484","2","10","14","12","initnone_mid"
"202009030806","阪神","6","3歳未勝利","ダート","1200","右","","1:08 8","曇","稍","2020-06-28 03:55:00+00:00","2020-06-28","12:55","['サラ系３歳', '未勝利', '[指]', '馬齢']","16","[510000, 200000, 130000, 77000, 51000]","14","3","5","エイシンマホロバ","牝","3","54.0","小崎","1:14 8","3/4","14","119.5","39.6","[2, 2]","栗東","野中","422","-2","11","15","13","initnone_mid"
"202009030806","阪神","6","3歳未勝利","ダート","1200","右","","1:08 8","曇","稍","2020-06-28 03:55:00+00:00","2020-06-28","12:55","['サラ系３歳', '未勝利', '[指]', '馬齢']","16","[510000, 200000, 130000, 77000, 51000]","15","5","9","サイレントスウープ","牝","3","54.0","藤井勘","1:15 ","1","7","22.6","38.5","[11, 11]","栗東","安田翔","460","0","9","16","14","initnone_mid"
"202009030806","阪神","6","3歳未勝利","ダート","1200","右","","1:08 8","曇","稍","2020-06-28 03:55:00+00:00","2020-06-28","12:55","['サラ系３歳', '未勝利', '[指]', '馬齢']","16","[510000, 200000, 130000, 77000, 51000]","16","2","3","マルグレーテ","牝","3","54.0","川又","1:15 4","2.1/2","16","127.7","40.3","[1, 1]","栗東","坂口","444","-4","12","1","15","initnone_end"
"202009030807","阪神","7","3歳以上1勝クラス","芝","2200","右","","2:10 1","曇","良","2020-06-28 04:25:00+00:00","2020-06-28","13:25","['サラ系３歳以上', '１勝クラス', '(混)[指]', '定量']","9","[760000, 300000, 190000, 110000, 76000]","1","4","4","ラインハイト","牡","3","53.0","北村友","2:14 4","0","2","3.5","36.5","[2, 2, 2, 2]","栗東","石坂正","462","-8","1","2","16","initdisp_top"
"202009030807","阪神","7","3歳以上1勝クラス","芝","2200","右","","2:10 1","曇","良","2020-06-28 04:25:00+00:00","2020-06-28","13:25","['サラ系３歳以上', '１勝クラス', '(混)[指]', '定量']","9","[760000, 300000, 190000, 110000, 76000]","2","3","3","ボンベール","牡","4","57.0","浜中","2:14 6","1.1/4","6","8.7","36.8","[1, 1, 1, 1]","栗東","荒川","480","0","3","3","1","initdisp_mid"
"202009030807","阪神","7","3歳以上1勝クラス","芝","2200","右","","2:10 1","曇","良","2020-06-28 04:25:00+00:00","2020-06-28","13:25","['サラ系３歳以上', '１勝クラス', '(混)[指]', '定量']","9","[760000, 300000, 190000, 110000, 76000]","3","1","1","タイセイモンストル","牡","3","53.0","松山","2:14 7","1/2","4","6.7","36.5","[5, 5, 4, 4]","栗東","矢作","474","10","1","4","2","initdisp_end"
"202009030807","阪神","7","3歳以上1勝クラス","芝","2200","右","","2:10 1","曇","良","2020-06-28 04:25:00+00:00","2020-06-28","13:25","['サラ系３歳以上', '１勝クラス', '(混)[指]', '定量']","9","[760000, 300000, 190000, 110000, 76000]","4","6","6","リメンバーメモリー","牡","3","53.0","和田","2:14 7","クビ","3","5.5","36.7","[4, 2, 2, 2]","栗東","佐々木","462","-6","2","5","3","initnone_mid"
"202009030807","阪神","7","3歳以上1勝クラス","芝","2200","右","","2:10 1","曇","良","2020-06-28 04:25:00+00:00","2020-06-28","13:25","['サラ系３歳以上', '１勝クラス', '(混)[指]', '定量']","9","[760000, 300000, 190000, 110000, 76000]","5","5","5","メラーキ","牡","3","53.0","武豊","2:15 ","1.1/2","5","8.4","36.5","[8, 8, 8, 7]","栗東","友道","470","10","1","6","4","initnone_mid"
"202009030807","阪神","7","3歳以上1勝クラス","芝","2200","右","","2:10 1","曇","良","2020-06-28 04:25:00+00:00","2020-06-28","13:25","['サラ系３歳以上', '１勝クラス', '(混)[指]', '定量']","9","[760000, 300000, 190000, 110000, 76000]","6","2","2","スターオブジーン","牡","4","54.0","泉谷","2:15 1","3/4","8","76.1","36.7","[6, 6, 6, 7]","栗東","田所","378","2","2","7","5","initnone_mid"
"202009030807","阪神","7","3歳以上1勝クラス","芝","2200","右","","2:10 1","曇","良","2020-06-28 04:25:00+00:00","2020-06-28","13:25","['サラ系３歳以上', '１勝クラス', '(混)[指]', '定量']","9","[760000, 300000, 190000, 110000, 76000]","7","7","7","サワヤカタイド","牡","5","57.0","岩崎","2:15 2","1/2","9","117.5","36.5","[9, 9, 8, 9]","栗東","西橋","440","-2","1","8","6","initnone_mid"
"202009030807","阪神","7","3歳以上1勝クラス","芝","2200","右","","2:10 1","曇","良","2020-06-28 04:25:00+00:00","2020-06-28","13:25","['サラ系３歳以上', '１勝クラス', '(混)[指]', '定量']","9","[760000, 300000, 190000, 110000, 76000]","8","8","9","ヴァーダイト","牡","3","53.0","川田","2:15 9","4","1","2.8","37.7","[3, 4, 4, 4]","栗東","音無","480","-8","4","9","7","initnone_mid"
"202009030807","阪神","7","3歳以上1勝クラス","芝","2200","右","","2:10 1","曇","良","2020-06-28 04:25:00+00:00","2020-06-28","13:25","['サラ系３歳以上', '１勝クラス', '(混)[指]', '定量']","9","[760000, 300000, 190000, 110000, 76000]","9","8","8","スズカワークシップ","牡","5","57.0","福永","2:17 8","大","7","33.8","39.5","[6, 6, 6, 4]","栗東","橋田","480","0","5","1","8","initnone_end"
"202009030808","阪神","8","城崎特別","芝","1800","右","外","1:44 4","晴","良","2020-06-28 04:55:00+00:00","2020-06-28","13:55","['サラ系３歳以上', '１勝クラス', '[指]', '定量']","9","[1060000, 420000, 270000, 160000, 106000]","1","4","4","セウラサーリ","牝","3","52.0","池添","1:47 1","0","3","5.5","34.1","[3, 2]","栗東","西園","450","0","2","2","9","initdisp_top"
"202009030808","阪神","8","城崎特別","芝","1800","右","外","1:44 4","晴","良","2020-06-28 04:55:00+00:00","2020-06-28","13:55","['サラ系３歳以上', '１勝クラス', '[指]', '定量']","9","[1060000, 420000, 270000, 160000, 106000]","2","1","1","オーマイダーリン","牝","3","52.0","武豊","1:47 6","3","1","2.0","33.8","[9, 9]","栗東","河内","462","2","1","3","1","initdisp_mid"
"202009030808","阪神","8","城崎特別","芝","1800","右","外","1:44 4","晴","良","2020-06-28 04:55:00+00:00","2020-06-28","13:55","['サラ系３歳以上', '１勝クラス', '[指]', '定量']","9","[1060000, 420000, 270000, 160000, 106000]","3","6","6","ハギノベルエキプ","牝","4","55.0","三津谷","1:48 2","3.1/2","6","11.8","34.6","[8, 7]","栗東","鮫島","440","12","3","4","2","initdisp_end"
"202009030808","阪神","8","城崎特別","芝","1800","右","外","1:44 4","晴","良","2020-06-28 04:55:00+00:00","2020-06-28","13:55","['サラ系３歳以上', '１勝クラス', '[指]', '定量']","9","[1060000, 420000, 270000, 160000, 106000]","4","7","7","ポールトゥウィン","牡","3","54.0","幸","1:48 2","クビ","2","5.1","35.1","[3, 2]","栗東","西浦","486","6","6","5","3","initnone_mid"
"202009030808","阪神","8","城崎特別","芝","1800","右","外","1:44 4","晴","良","2020-06-28 04:55:00+00:00","2020-06-28","13:55","['サラ系３歳以上', '１勝クラス', '[指]', '定量']","9","[1060000, 420000, 270000, 160000, 106000]","5","8","8","メイショウハナグシ","牝","4","55.0","酒井","1:48 4","1","7","44.9","35.0","[5, 5]","栗東","飯田祐","470","0","5","6","4","initnone_mid"
"202009030808","阪神","8","城崎特別","芝","1800","右","外","1:44 4","晴","良","2020-06-28 04:55:00+00:00","2020-06-28","13:55","['サラ系３歳以上', '１勝クラス', '[指]', '定量']","9","[1060000, 420000, 270000, 160000, 106000]","6","2","2","トーアライジン","牡","7","57.0","小崎","1:48 5","クビ","9","132.1","34.9","[7, 7]","栗東","村山","508","6","4","7","5","initnone_mid"
"202009030808","阪神","8","城崎特別","芝","1800","右","外","1:44 4","晴","良","2020-06-28 04:55:00+00:00","2020-06-28","13:55","['サラ系３歳以上', '１勝クラス', '[指]', '定量']","9","[1060000, 420000, 270000, 160000, 106000]","7","8","9","アーニングフェイム","牝","3","52.0","鮫島駿","1:48 5","ハナ","8","67.2","35.8","[1, 1]","栗東","浜田","456","-2","9","8","6","initnone_mid"
"202009030808","阪神","8","城崎特別","芝","1800","右","外","1:44 4","晴","良","2020-06-28 04:55:00+00:00","2020-06-28","13:55","['サラ系３歳以上', '１勝クラス', '[指]', '定量']","9","[1060000, 420000, 270000, 160000, 106000]","8","3","3","シルバーエース","牡","3","54.0","松山","1:48 5","クビ","4","6.3","35.5","[2, 2]","栗東","橋口","464","-2","7","9","7","initnone_mid"
"202009030808","阪神","8","城崎特別","芝","1800","右","外","1:44 4","晴","良","2020-06-28 04:55:00+00:00","2020-06-28","13:55","['サラ系３歳以上', '１勝クラス', '[指]', '定量']","9","[1060000, 420000, 270000, 160000, 106000]","9","5","5","スワーヴシャルル","牡","4","57.0","レーン","1:49 ","3","5","9.7","35.7","[5, 5]","栗東","安田隆","468","-10","8","1","8","initnone_end"
"202009030809","阪神","9","舞子特別","芝","1400","右","","1:19 3","晴","良","2020-06-28 05:25:00+00:00","2020-06-28","14:25","['サラ系３歳以上', '２勝クラス', '(混)[指]', '定量']","12","[1500000, 600000, 380000, 230000, 150000]","1","7","9","メイショウチタン","牡","3","54.0","松山","1:21 8","0","2","4.3","34.9","[2, 2]","栗東","本田","458","4","2","2","9","initdisp_top"
"202009030809","阪神","9","舞子特別","芝","1400","右","","1:19 3","晴","良","2020-06-28 05:25:00+00:00","2020-06-28","14:25","['サラ系３歳以上', '２勝クラス', '(混)[指]', '定量']","12","[1500000, 600000, 380000, 230000, 150000]","2","6","8","ルガーサント","牝","3","52.0","松若","1:21 8","クビ","6","11.7","35.0","[1, 1]","栗東","西村","428","-4","3","3","1","initdisp_mid"
