"レースID","場所","R","タイトル","形式","距離","情報1","情報2","レコード","天候","状態","日時","日程","時刻","グレード","頭数","賞金","着順","枠番","馬番","馬名","性","齢","斤量","騎手","タイム","着差","人気","オッズ","上り","通過","所属","調教師","馬体重","増減","last3frank","nextracerank","prevracerank","rankinfo"
"202002010601","函館","1","2歳未勝利","芝","1200","右","","1:08 7","曇","稍","2020-06-28 00:50:00+00:00","2020-06-28","09:50","['サラ系２歳', '未勝利', ' ', '馬齢']","9","[510000, 200000, 130000, 77000, 51000]","1","6","6","ニシノエルサ","牝","2","54.0","勝浦","1:10 7","0","9","64.0","36.5","[2, 3]","美浦","中野","444","-4","3","2","16","initdisp_top"
"202002010601","函館","1","2歳未勝利","芝","1200","右","","1:08 7","曇","稍","2020-06-28 00:50:00+00:00","2020-06-28","09:50","['サラ系２歳', '未勝利', ' ', '馬齢']","9","[510000, 200000, 130000, 77000, 51000]","2","2","2","ラピカズマ","牡","2","54.0","藤岡佑","1:10 7","クビ","1","3.4","36.5","[2, 2]","栗東","安田隆","460","0","3","3","1","initdisp_mid"
"202002010601","函館","1","2歳未勝利","芝","1200","右","","1:08 7","曇","稍","2020-06-28 00:50:00+00:00","2020-06-28","09:50","['サラ系２歳', '未勝利', ' ', '馬齢']","9","[510000, 200000, 130000, 77000, 51000]","3","7","7","クムシラコ","牡","2","54.0","嶋田","1:10 8","1/2","4","6.4","36.4","[4, 5]","美浦","石毛","458","2","2","4","2","initdisp_end"
"202002010601","函館","1","2歳未勝利","芝","1200","右","","1:08 7","曇","稍","2020-06-28 00:50:00+00:00","2020-06-28","09:50","['サラ系２歳', '未勝利', ' ', '馬齢']","9","[510000, 200000, 130000, 77000, 51000]","4","8","8","リナーシェ","牝","2","54.0","柴山","1:10 9","3/4","7","29.6","36.2","[8, 6]","栗東","武幸","414","2","1","5","3","initnone_mid"
"202002010601","函館","1","2歳未勝利","芝","1200","右","","1:08 7","曇","稍","2020-06-28 00:50:00+00:00","2020-06-28","09:50","['サラ系２歳', '未勝利', ' ', '馬齢']","9","[510000, 200000, 130000, 77000, 51000]","5","5","5","ミラコロヴェルデ","牝","2","54.0","吉田隼","1:11 ","1/2","6","11.3","36.5","[5, 3]","栗東","西村","416","-2","3","6","4","initnone_mid"
"202002010601","函館","1","2歳未勝利","芝","1200","右","","1:08 7","曇","稍","2020-06-28 00:50:00+00:00","2020-06-28","09:50","['サラ系２歳', '未勝利', ' ', '馬齢']","9","[510000, 200000, 130000, 77000, 51000]","6","3","3","ゴランディ","牡","2","54.0","横山武","1:11 1","クビ","5","7.0","36.6","[5, 6]","美浦","栗田","426","2","4","7","5","initnone_mid"
"202002010601","函館","1","2歳未勝利","芝","1200","右","","1:08 7","曇","稍","2020-06-28 00:50:00+00:00","2020-06-28","09:50","['サラ系２歳', '未勝利', ' ', '馬齢']","9","[510000, 200000, 130000, 77000, 51000]","7","8","9","セントポーリア","牝","2","54.0","丹内","1:11 1","クビ","3","5.6","36.5","[5, 6]","美浦","高橋祥","438","2","3","8","6","initnone_mid"
"202002010601","函館","1","2歳未勝利","芝","1200","右","","1:08 7","曇","稍","2020-06-28 00:50:00+00:00","2020-06-28","09:50","['サラ系２歳', '未勝利', ' ', '馬齢']","9","[510000, 200000, 130000, 77000, 51000]","8","1","1","トーセンロジャー","牡","2","54.0","菱田","1:11 2","クビ","2","3.8","37.0","[1, 1]","美浦","池上","428","-6","5","9","7","initnone_mid"
"202002010601","函館","1","2歳未勝利","芝","1200","右","","1:08 7","曇","稍","2020-06-28 00:50:00+00:00","2020-06-28","09:50","['サラ系２歳', '未勝利', ' ', '馬齢']","9","[510000, 200000, 130000, 77000, 51000]","9","4","4","レゾンデートル","牝","2","54.0","荻野琢","1:11 4","1.1/4","8","50.8","36.5","[9, 9]","美浦","加藤和","424","-2","3","1","8","initnone_end"
"202002010602","函館","2","3歳未勝利","ダート","1700","右","","1:41 7","曇","不","2020-06-28 01:15:00+00:00","2020-06-28","10:15","['サラ系３歳', '未勝利', '牝', '馬齢']","14","[510000, 200000, 130000, 77000, 51000]","1","5","8","タガノペルマネンテ","牝","3","51.0","亀田","1:45 3","0","3","4.9","38.1","[2, 3, 2, 2]","栗東","平田","440","4","2","2","9","initdisp_top"
"202002010602","函館","2","3歳未勝利","ダート","1700","右","","1:41 7","曇","不","2020-06-28 01:15:00+00:00","2020-06-28","10:15","['サラ系３歳', '未勝利', '牝', '馬齢']","14","[510000, 200000, 130000, 77000, 51000]","2","8","13","バトルピアサー","牝","3","54.0","藤岡康","1:45 4","3/4","4","8.0","38.2","[4, 6, 2, 2]","栗東","荒川","406","4","3","3","1","initdisp_mid"
"202002010602","函館","2","3歳未勝利","ダート","1700","右","","1:41 7","曇","不","2020-06-28 01:15:00+00:00","2020-06-28","10:15","['サラ系３歳', '未勝利', '牝', '馬齢']","14","[510000, 200000, 130000, 77000, 51000]","3","3","3","イデアル","牝","3","54.0","坂井","1:45 6","1.1/4","9","54.9","38.0","[4, 5, 6, 5]","栗東","矢作","436","-4","1","4","2","initdisp_end"
"202002010602","函館","2","3歳未勝利","ダート","1700","右","","1:41 7","曇","不","2020-06-28 01:15:00+00:00","2020-06-28","10:15","['サラ系３歳', '未勝利', '牝', '馬齢']","14","[510000, 200000, 130000, 77000, 51000]","4","2","2","ラナウェリナ","牝","3","54.0","吉田隼","1:45 7","1/2","7","14.2","38.1","[7, 7, 6, 5]","栗東","西浦","498","2","2","5","3","initnone_mid"
"202002010602","函館","2","3歳未勝利","ダート","1700","右","","1:41 7","曇","不","2020-06-28 01:15:00+00:00","2020-06-28","10:15","['サラ系３歳', '未勝利', '牝', '馬齢']","14","[510000, 200000, 130000, 77000, 51000]","5","4","6","ペイシャティアラ","牝","3","54.0","黛","1:45 8","3/4","14","197.6","38.9","[1, 1, 1, 1]","美浦","松永康","456","-4","5","6","4","initnone_mid"
"202002010602","函館","2","3歳未勝利","ダート","1700","右","","1:41 7","曇","不","2020-06-28 01:15:00+00:00","2020-06-28","10:15","['サラ系３歳', '未勝利', '牝', '馬齢']","14","[510000, 200000, 130000, 77000, 51000]","6","8","14","ペイシャバイカ","牝","3","51.0","秋山稔","1:46 ","1","6","12.9","38.6","[10, 13, 4, 4]","美浦","蛯名","476","2","4","7","5","initnone_mid"
"202002010602","函館","2","3歳未勝利","ダート","1700","右","","1:41 7","曇","不","2020-06-28 01:15:00+00:00","2020-06-28","10:15","['サラ系３歳', '未勝利', '牝', '馬齢']","14","[510000, 200000, 130000, 77000, 51000]","7","7","12","アマノエリザベート","牝","3","54.0","国分恭","1:46 ","クビ","5","11.5","38.2","[14, 13, 8, 5]","栗東","中竹","472","4","3","8","6","initnone_mid"
"202002010602","函館","2","3歳未勝利","ダート","1700","右","","1:41 7","曇","不","2020-06-28 01:15:00+00:00","2020-06-28","10:15","['サラ系３歳', '未勝利', '牝', '馬齢']","14","[510000, 200000, 130000, 77000, 51000]","8","3","4","レペット","牝","3","54.0","藤岡佑","1:46 4","2.1/2","8","36.7","38.6","[7, 7, 8, 8]","栗東","安田翔","454","-2","4","9","7","initnone_mid"
"202002010602","函館","2","3歳未勝利","ダート","1700","右","","1:41 7","曇","不","2020-06-28 01:15:00+00:00","2020-06-28","10:15","['サラ系３歳', '未勝利', '牝', '馬齢']","14","[510000, 200000, 130000, 77000, 51000]","9","4","5","カフェメモワール","牝","3","51.0","山田","1:47 2","5","12","97.4","39.3","[7, 7, 11, 10]","美浦","和田雄","460","-2","6","10","8","initnone_mid"
"202002010602","函館","2","3歳未勝利","ダート","1700","右","","1:41 7","曇","不","2020-06-28 01:15:00+00:00","2020-06-28","10:15","['サラ系３歳', '未勝利', '牝', '馬齢']","14","[510000, 200000, 130000, 77000, 51000]","10","7","11","ウラニア","牝","3","54.0","川島","1:48 1","5","13","99.8","40.0","[13, 10, 12, 12]","栗東","安達","458","0","8","11","9","initnone_mid"
"202002010602","函館","2","3歳未勝利","ダート","1700","右","","1:41 7","曇","不","2020-06-28 01:15:00+00:00","2020-06-28","10:15","['サラ系３歳', '未勝利', '牝', '馬齢']","14","[510000, 200000, 130000, 77000, 51000]","11","6","10","ローヌグレイシア","牝","3","53.0","団野","1:48 2","クビ","1","2.9","39.8","[10, 10, 14, 12]","栗東","池添学","488","-2","7","12","10","initnone_mid"
"202002010602","函館","2","3歳未勝利","ダート","1700","右","","1:41 7","曇","不","2020-06-28 01:15:00+00:00","2020-06-28","10:15","['サラ系３歳', '未勝利', '牝', '馬齢']","14","[510000, 200000, 130000, 77000, 51000]","12","6","9","ナックダイヤ","牝","3","54.0","大野","1:48 3","3/4","11","76.4","40.2","[10, 10, 12, 10]","美浦","杉浦","492","-2","9","13","11","initnone_mid"
"202002010602","函館","2","3歳未勝利","ダート","1700","右","","1:41 7","曇","不","2020-06-28 01:15:00+00:00","2020-06-28","10:15","['サラ系３歳', '未勝利', '牝', '馬齢']","14","[510000, 200000, 130000, 77000, 51000]","13","1","1","フェデネージュ","牝","3","54.0","岩田康","1:48 3","アタマ","2","4.0","40.9","[4, 3, 4, 8]","美浦","国枝","440","6","10","14","12","initnone_mid"
"202002010602","函館","2","3歳未勝利","ダート","1700","右","","1:41 7","曇","不","2020-06-28 01:15:00+00:00","2020-06-28","10:15","['サラ系３歳', '未勝利', '牝', '馬齢']","14","[510000, 200000, 130000, 77000, 51000]","14","5","7","ワイノナ","牝","3","54.0","丹内","1:50 1","大","10","67.1","42.4","[2, 2, 8, 12]","美浦","菊川","444","0","11","1","13","initnone_end"
"202002010603","函館","3","3歳未勝利","芝","1200","右","","1:06 8","曇","稍","2020-06-28 01:45:00+00:00","2020-06-28","10:45","['サラ系３歳', '未勝利', '(混)', '馬齢']","16","[510000, 200000, 130000, 77000, 51000]","1","4","8","マジカルマジカル","牡","3","54.0","横山武","1:10 5","0","1","2.4","35.9","[1, 1]","美浦","久保田","470","-2","4","2","14","initdisp_top"
"202002010603","函館","3","3歳未勝利","芝","1200","右","","1:06 8","曇","稍","2020-06-28 01:45:00+00:00","2020-06-28","10:45","['サラ系３歳', '未勝利', '(混)', '馬齢']","16","[510000, 200000, 130000, 77000, 51000]","2","8","16","タイセイレフィーノ","牝","3","54.0","菱田","1:10 5","クビ","3","7.1","35.8","[2, 2]","栗東","森田","466","4","3","3","1","initdisp_mid"
"202002010603","函館","3","3歳未勝利","芝","1200","右","","1:06 8","曇","稍","2020-06-28 01:45:00+00:00","2020-06-28","10:45","['サラ系３歳', '未勝利', '(混)', '馬齢']","16","[510000, 200000, 130000, 77000, 51000]","3","7","14","メモリアルクイーン","牝","3","54.0","丹内","1:10 6","3/4","14","152.1","35.6","[5, 3]","栗東","池添兼","432","-8","2","4","2","initdisp_end"
"202002010603","函館","3","3歳未勝利","芝","1200","右","","1:06 8","曇","稍","2020-06-28 01:45:00+00:00","2020-06-28","10:45","['サラ系３歳', '未勝利', '(混)', '馬齢']","16","[510000, 200000, 130000, 77000, 51000]","4","3","6","サンデーパームス","牡","3","53.0","亀田","1:10 7","クビ","4","7.2","35.8","[3, 3]","栗東","清水久","472","-6","3","5","3","initnone_mid"
"202002010603","函館","3","3歳未勝利","芝","1200","右","","1:06 8","曇","稍","2020-06-28 01:45:00+00:00","2020-06-28","10:45","['サラ系３歳', '未勝利', '(混)', '馬齢']","16","[510000, 200000, 130000, 77000, 51000]","5","4","7","オレンジブラウニー","牝","3","54.0","石川","1:10 8","3/4","10","48.6","35.9","[3, 5]","美浦","的場","434","4","4","6","4","initnone_mid"
"202002010603","函館","3","3歳未勝利","芝","1200","右","","1:06 8","曇","稍","2020-06-28 01:45:00+00:00","2020-06-28","10:45","['サラ系３歳', '未勝利', '(混)', '馬齢']","16","[510000, 200000, 130000, 77000, 51000]","6","6","11","ポーカークイーン","牝","3","54.0","藤岡佑","1:10 8","ハナ","2","4.1","35.6","[6, 5]","栗東","吉岡","424","0","2","7","5","initnone_mid"
"202002010603","函館","3","3歳未勝利","芝","1200","右","","1:06 8","曇","稍","2020-06-28 01:45:00+00:00","2020-06-28","10:45","['サラ系３歳', '未勝利', '(混)', '馬齢']","16","[510000, 200000, 130000, 77000, 51000]","7","5","9","ジュンジュン","牡","3","55.0","団野","1:10 9","1/2","6","14.8","35.5","[9, 10]","栗東","湯窪","484","2","1","8","6","initnone_mid"
"202002010603","函館","3","3歳未勝利","芝","1200","右","","1:06 8","曇","稍","2020-06-28 01:45:00+00:00","2020-06-28","10:45","['サラ系３歳', '未勝利', '(混)', '馬齢']","16","[510000, 200000, 130000, 77000, 51000]","8","5","10","スターオブフォース","牡","3","56.0","丸山","1:11 ","クビ","5","10.9","35.8","[6, 7]","美浦","土田","458","2","3","9","7","initnone_mid"
"202002010603","函館","3","3歳未勝利","芝","1200","右","","1:06 8","曇","稍","2020-06-28 01:45:00+00:00","2020-06-28","10:45","['サラ系３歳', '未勝利', '(混)', '馬齢']","16","[510000, 200000, 130000, 77000, 51000]","9","2","3","リオマッジョーレ","牝","3","54.0","大野","1:11 ","ハナ","9","39.5","35.9","[6, 7]","美浦","竹内","442","8","4","10","8","initnone_mid"
"202002010603","函館","3","3歳未勝利","芝","1200","右","","1:06 8","曇","稍","2020-06-28 01:45:00+00:00","2020-06-28","10:45","['サラ系３歳', '未勝利', '(混)', '馬齢']","16","[510000, 200000, 130000, 77000, 51000]","10","2","4","サンアントニオ","騙","3","56.0","吉田隼","1:11 ","クビ","8","29.4","35.6","[9, 10]","栗東","武英","458","4","2","11","9","initnone_mid"
"202002010603","函館","3","3歳未勝利","芝","1200","右","","1:06 8","曇","稍","2020-06-28 01:45:00+00:00","2020-06-28","10:45","['サラ系３歳', '未勝利', '(混)', '馬齢']","16","[510000, 200000, 130000, 77000, 51000]","11","6","12","ニホンピロアール","牡","3","56.0","国分恭","1:11 1","3/4","12","76.8","35.5","[13, 12]","栗東","安達","490","2","1","12","10","initnone_mid"
"202002010603","函館","3","3歳未勝利","芝","1200","右","","1:06 8","曇","稍","2020-06-28 01:45:00+00:00","2020-06-28","10:45","['サラ系３歳', '未勝利', '(混)', '馬齢']","16","[510000, 200000, 130000, 77000, 51000]","12","8","15","イエローポピー","牝","3","54.0","古川","1:11 6","3","13","133.4","36.3","[9, 7]","美浦","水野","432","0","5","13","11","initnone_mid"
"202002010603","函館","3","3歳未勝利","芝","1200","右","","1:06 8","曇","稍","2020-06-28 01:45:00+00:00","2020-06-28","10:45","['サラ系３歳', '未勝利', '(混)', '馬齢']","16","[510000, 200000, 130000, 77000, 51000]","13","3","5","エクメディノツルギ","牝","3","54.0","荻野琢","1:11 7","1/2","11","66.4","35.8","[15, 14]","美浦","深山","424","-4","3","14","12","initnone_mid"
"202002010603","函館","3","3歳未勝利","芝","1200","右","","1:06 8","曇","稍","2020-06-28 01:45:00+00:00","2020-06-28","10:45","['サラ系３歳', '未勝利', '(混)', '馬齢']","16","[510000, 200000, 130000, 77000, 51000]","14","1","1","モズネイティブ","牝","3","51.0","山田","1:12 1","2.1/2","15","223.6","36.4","[13, 14]","栗東","藤岡","488","0","6","15","13","initnone_mid"
"202002010603","函館","3","3歳未勝利","芝","1200","右","","1:06 8","曇","稍","2020-06-28 01:45:00+00:00","2020-06-28","10:45","['サラ系３歳', '未勝利', '(混)', '馬齢']","16","[510000, 200000, 130000, 77000, 51000]","15","7","13","タマモマクシム","牡","3","56.0","藤岡康","1:12 3","1","7","28.4","36.9","[9, 12]","栗東","藤岡","464","4","7","16","14","initnone_mid"
"202002010603","函館","3","3歳未勝利","芝","1200","右","","1:06 8","曇","稍","2020-06-28 01:45:00+00:00","2020-06-28","10:45","['サラ系３歳', '未勝利', '(混)', '馬齢']","16","[510000, 200000, 130000, 77000, 51000]","16","1","2","ペイシャハミング","牝","3","54.0","柴山","","除外","99","","","","美浦","石栗","0","0","8","1","15","initnone_end"
"202002010604","函館","4","3歳未勝利","ダート","1700","右","","1:41 7","曇","不","2020-06-28 02:15:00+00:00","2020-06-28","11:15","['サラ系３歳', '未勝利', ' ', '馬齢']","14","[510000, 200000, 130000, 77000, 51000]","1","6","9","イッツオーライト","牡","3","56.0","菱田","1:44 8","0","5","10.3","37.1","[13, 13, 10, 6]","美浦","竹内","464","-2","1","2","16","initdisp_top"
"202002010604","函館","4","3歳未勝利","ダート","1700","右","","1:41 7","曇","不","2020-06-28 02:15:00+00:00","2020-06-28","11:15","['サラ系３歳', '未勝利', ' ', '馬齢']","14","[510000, 200000, 130000, 77000, 51000]","2","3","4","シフクユウヒ","牡","3","56.0","竹之下","1:44 8","クビ","4","9.6","38.2","[5, 4, 4, 3]","栗東","千田","504","-4","2","3","1","initdisp_mid"
"202002010604","函館","4","3歳未勝利","ダート","1700","右","","1:41 7","曇","不","2020-06-28 02:15:00+00:00","2020-06-28","11:15","['サラ系３歳', '未勝利', ' ', '馬齢']","14","[510000, 200000, 130000, 77000, 51000]","3","3","3","オメガドラゴン","牡","3","56.0","吉田隼","1:45 ","1.1/4","1","3.1","39.0","[1, 1, 1, 1]","栗東","安田翔","474","2","5","4","2","initdisp_end"
"202002010604","函館","4","3歳未勝利","ダート","1700","右","","1:41 7","曇","不","2020-06-28 02:15:00+00:00","2020-06-28","11:15","['サラ系３歳', '未勝利', ' ', '馬齢']","14","[510000, 200000, 130000, 77000, 51000]","4","4","6","マイネルパイオニア","牡","3","56.0","横山武","1:45 2","1.1/4","3","4.6","39.0","[3, 2, 2, 2]","美浦","中舘","460","-4","5","5","3","initnone_mid"
"202002010604","函館","4","3歳未勝利","ダート","1700","右","","1:41 7","曇","不","2020-06-28 02:15:00+00:00","2020-06-28","11:15","['サラ系３歳', '未勝利', ' ', '馬齢']","14","[510000, 200000, 130000, 77000, 51000]","5","5","8","アイルビーメジャー","牡","3","56.0","丹内","1:45 4","3/4","2","3.3","38.6","[7, 7, 5, 5]","美浦","伊藤伸","464","4","3","6","4","initnone_mid"
"202002010604","函館","4","3歳未勝利","ダート","1700","右","","1:41 7","曇","不","2020-06-28 02:15:00+00:00","2020-06-28","11:15","['サラ系３歳', '未勝利', ' ', '馬齢']","14","[510000, 200000, 130000, 77000, 51000]","6","4","5","ホシムスメ","牝","3","54.0","丸山","1:46 3","5","7","30.4","39.2","[4, 4, 7, 6]","栗東","清水久","476","10","7","7","5","initnone_mid"
"202002010604","函館","4","3歳未勝利","ダート","1700","右","","1:41 7","曇","不","2020-06-28 02:15:00+00:00","2020-06-28","11:15","['サラ系３歳', '未勝利', ' ', '馬齢']","14","[510000, 200000, 130000, 77000, 51000]","7","6","10","カラヤン","牡","3","53.0","山田","1:46 3","アタマ","10","48.9","39.1","[11, 11, 8, 6]","美浦","小桧山","478","0","6","8","6","initnone_mid"
"202002010604","函館","4","3歳未勝利","ダート","1700","右","","1:41 7","曇","不","2020-06-28 02:15:00+00:00","2020-06-28","11:15","['サラ系３歳', '未勝利', ' ', '馬齢']","14","[510000, 200000, 130000, 77000, 51000]","8","7","11","ゴールドスナイパー","牡","3","56.0","柴山","1:46 6","2","9","41.8","39.2","[9, 9, 9, 10]","美浦","田中剛","474","2","7","9","7","initnone_mid"
"202002010604","函館","4","3歳未勝利","ダート","1700","右","","1:41 7","曇","不","2020-06-28 02:15:00+00:00","2020-06-28","11:15","['サラ系３歳', '未勝利', ' ', '馬齢']","14","[510000, 200000, 130000, 77000, 51000]","9","5","7","タイセイチアーズ","牝","3","54.0","坂井","1:46 7","クビ","6","13.5","40.5","[2, 2, 2, 3]","栗東","宮本","452","10","11","10","8","initnone_mid"
"202002010604","函館","4","3歳未勝利","ダート","1700","右","","1:41 7","曇","不","2020-06-28 02:15:00+00:00","2020-06-28","11:15","['サラ系３歳', '未勝利', ' ', '馬齢']","14","[510000, 200000, 130000, 77000, 51000]","10","7","12","セイウンクロクモ","牡","3","56.0","勝浦","1:47 1","2.1/2","8","31.7","40.3","[5, 6, 5, 6]","美浦","中野","468","-4","10","11","9","initnone_mid"
"202002010604","函館","4","3歳未勝利","ダート","1700","右","","1:41 7","曇","不","2020-06-28 02:15:00+00:00","2020-06-28","11:15","['サラ系３歳', '未勝利', ' ', '馬齢']","14","[510000, 200000, 130000, 77000, 51000]","11","2","2","ビービーバンクシー","牡","3","56.0","荻野琢","1:47 9","5","14","203.6","38.9","[14, 14, 14, 12]","栗東","野中","476","-8","4","12","10","initnone_mid"
"202002010604","函館","4","3歳未勝利","ダート","1700","右","","1:41 7","曇","不","2020-06-28 02:15:00+00:00","2020-06-28","11:15","['サラ系３歳', '未勝利', ' ', '馬齢']","14","[510000, 200000, 130000, 77000, 51000]","12","1","1","ホウオウベルタ","牡","3","56.0","大野","1:48 2","1.3/4","12","76.9","40.1","[9, 9, 11, 11]","美浦","矢野","436","6","9","13","11","initnone_mid"
"202002010604","函館","4","3歳未勝利","ダート","1700","右","","1:41 7","曇","不","2020-06-28 02:15:00+00:00","2020-06-28","11:15","['サラ系３歳', '未勝利', ' ', '馬齢']","14","[510000, 200000, 130000, 77000, 51000]","13","8","13","トゥオーノ","騙","3","53.0","亀田","1:48 7","3","11","49.0","39.8","[11, 12, 13, 12]","栗東","橋口","402","-2","8","14","12","initnone_mid"
"202002010604","函館","4","3歳未勝利","ダート","1700","右","","1:41 7","曇","不","2020-06-28 02:15:00+00:00","2020-06-28","11:15","['サラ系３歳', '未勝利', ' ', '馬齢']","14","[510000, 200000, 130000, 77000, 51000]","14","8","14","ディスイズミー","牡","3","56.0","川島","1:50 2","9","13","176.9","41.9","[8, 8, 12, 12]","栗東","新谷","436","-8","12","1","13","initnone_end"
"202002010605","函館","5","2歳新馬","芝","1200","右","","1:08 7","曇","稍","2020-06-28 03:05:00+00:00","2020-06-28","12:05","['サラ系２歳', '新馬', '(混)', '馬齢']","10","[700000, 280000, 180000, 110000, 70000]","1","7","8","ディープエコロジー","牝","2","54.0","菱田","1:10 5","0","2","5.7","36.2","[1, 1]","美浦","宮田","422","0","3","2","14","initdisp_top"
"202002010605","函館","5","2歳新馬","芝","1200","右","","1:08 7","曇","稍","2020-06-28 03:05:00+00:00","2020-06-28","12:05","['サラ系２歳', '新馬', '(混)', '馬齢']","10","[700000, 280000, 180000, 110000, 70000]","2","2","2","ストーンフェンス","牡","2","54.0","吉田隼","1:10 5","クビ","1","1.5","36.0","[2, 2]","美浦","高柳瑞","454","0","2","3","1","initdisp_mid"
"202002010605","函館","5","2歳新馬","芝","1200","右","","1:08 7","曇","稍","2020-06-28 03:05:00+00:00","2020-06-28","12:05","['サラ系２歳', '新馬', '(混)', '馬齢']","10","[700000, 280000, 180000, 110000, 70000]","3","1","1","ウイングリュック","牡","2","54.0","横山武","1:10 9","2.1/2","3","5.9","35.8","[6, 6]","栗東","宮","466","0","1","4","2","initdisp_end"
"202002010605","函館","5","2歳新馬","芝","1200","右","","1:08 7","曇","稍","2020-06-28 03:05:00+00:00","2020-06-28","12:05","['サラ系２歳', '新馬', '(混)', '馬齢']","10","[700000, 280000, 180000, 110000, 70000]","4","6","6","トーセンガイア","牝","2","51.0","山田","1:11 ","クビ","10","73.4","36.2","[4, 4]","美浦","小桧山","446","0","3","5","3","initnone_mid"
"202002010605","函館","5","2歳新馬","芝","1200","右","","1:08 7","曇","稍","2020-06-28 03:05:00+00:00","2020-06-28","12:05","['サラ系２歳', '新馬', '(混)', '馬齢']","10","[700000, 280000, 180000, 110000, 70000]","5","8","9","シゲルテンチョウ","牡","2","54.0","国分恭","1:11 3","2","6","33.4","36.8","[2, 2]","栗東","五十嵐","464","0","5","6","4","initnone_mid"
"202002010605","函館","5","2歳新馬","芝","1200","右","","1:08 7","曇","稍","2020-06-28 03:05:00+00:00","2020-06-28","12:05","['サラ系２歳', '新馬', '(混)', '馬齢']","10","[700000, 280000, 180000, 110000, 70000]","6","8","10","ロイヤルウィーブ","牡","2","54.0","石川","1:11 8","3","4","14.6","37.1","[4, 4]","美浦","相沢","486","0","6","7","5","initnone_mid"
"202002010605","函館","5","2歳新馬","芝","1200","右","","1:08 7","曇","稍","2020-06-28 03:05:00+00:00","2020-06-28","12:05","['サラ系２歳', '新馬', '(混)', '馬齢']","10","[700000, 280000, 180000, 110000, 70000]","7","7","7","ビービージェニファ","牝","2","54.0","川島","1:11 9","クビ","8","47.9","36.7","[6, 6]","栗東","加用","452","0","4","8","6","initnone_mid"
"202002010605","函館","5","2歳新馬","芝","1200","右","","1:08 7","曇","稍","2020-06-28 03:05:00+00:00","2020-06-28","12:05","['サラ系２歳', '新馬', '(混)', '馬齢']","10","[700000, 280000, 180000, 110000, 70000]","8","5","5","フェスティヴパイカ","牝","2","54.0","丸山","1:13 1","7","5","23.8","37.2","[8, 8]","美浦","根本","414","0","7","9","7","initnone_mid"
"202002010605","函館","5","2歳新馬","芝","1200","右","","1:08 7","曇","稍","2020-06-28 03:05:00+00:00","2020-06-28","12:05","['サラ系２歳', '新馬', '(混)', '馬齢']","10","[700000, 280000, 180000, 110000, 70000]","9","3","3","ボンバーガール","牝","2","54.0","丹内","1:14 ","5","7","40.9","37.6","[9, 9]","美浦","伊藤伸","484","0","8","10","8","initnone_mid"
"202002010605","函館","5","2歳新馬","芝","1200","右","","1:08 7","曇","稍","2020-06-28 03:05:00+00:00","2020-06-28","12:05","['サラ系２歳', '新馬', '(混)', '馬齢']","10","[700000, 280000, 180000, 110000, 70000]","10","4","4","ドリップワン","牝","2","54.0","勝浦","1:16 4","大","9","55.8","37.9","[10, 10]","美浦","堀井","398","0","9","1","9","initnone_end"
"202002010606","函館","6","3歳未勝利","芝","1800","右","","1:45 7","曇","稍","2020-06-28 03:35:00+00:00","2020-06-28","12:35","['サラ系３歳', '未勝利', ' ', '馬齢']","15","[510000, 200000, 130000, 77000, 51000]","1","7","13","タイセイメガロス","牡","3","56.0","吉田隼","1:49 5","0","1","2.0","36.8","[6, 7, 2, 2]","栗東","西村","446","4","2","2","10","initdisp_top"
"202002010606","函館","6","3歳未勝利","芝","1800","右","","1:45 7","曇","稍","2020-06-28 03:35:00+00:00","2020-06-28","12:35","['サラ系３歳', '未勝利', ' ', '馬齢']","15","[510000, 200000, 130000, 77000, 51000]","2","1","1","アイオープナー","牝","3","54.0","丹内","1:50 ","3","5","11.8","36.9","[4, 4, 4, 3]","美浦","宗像","420","-2","3","3","1","initdisp_mid"
"202002010606","函館","6","3歳未勝利","芝","1800","右","","1:45 7","曇","稍","2020-06-28 03:35:00+00:00","2020-06-28","12:35","['サラ系３歳', '未勝利', ' ', '馬齢']","15","[510000, 200000, 130000, 77000, 51000]","3","4","7","メイショウイナセ","牡","3","56.0","古川","1:50 1","1/2","3","6.4","36.9","[11, 12, 7, 6]","栗東","南井","448","-6","3","4","2","initdisp_end"
"202002010606","函館","6","3歳未勝利","芝","1800","右","","1:45 7","曇","稍","2020-06-28 03:35:00+00:00","2020-06-28","12:35","['サラ系３歳', '未勝利', ' ', '馬齢']","15","[510000, 200000, 130000, 77000, 51000]","4","2","2","セーリング","牡","3","56.0","丸山","1:50 2","1/2","4","11.3","36.9","[8, 7, 8, 6]","美浦","和田雄","440","2","3","5","3","initnone_mid"
"202002010606","函館","6","3歳未勝利","芝","1800","右","","1:45 7","曇","稍","2020-06-28 03:35:00+00:00","2020-06-28","12:35","['サラ系３歳', '未勝利', ' ', '馬齢']","15","[510000, 200000, 130000, 77000, 51000]","5","5","9","スピッツェンバーグ","牡","3","56.0","横山武","1:50 2","クビ","7","17.4","37.2","[14, 14, 4, 3]","美浦","武井","478","10","4","6","4","initnone_mid"
